Year,State,id,code,Area,Area Population,State Population,Violent Crime,Murder,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-theft,Motor Vehicle Theft,Total Crimes
2013,Kentucky,21,KY,OMA,534280,4395295,955,11,176,328,440,15417,3175,11675,567,34964
2013,Kentucky,21,KY,NMC,1305806,4395295,1442,61,584,174,623,11994,5358,5679,957,30788
2013,Louisiana,22,LA,MSA,3853803,4625470,20088,456,1284,5087,13261,142744,35385,99191,8168,340961
2013,Louisiana,22,LA,OMA,278847,4625470,2126,24,134,364,1604,13738,3435,9926,377,33037
2013,Louisiana,22,LA,NMC,492820,4625470,1770,18,201,97,1454,9204,2364,6225,615,22542
2013,Maine,23,ME,MSA,779976,1328302,1081,13,250,270,548,19044,3785,14734,525,42954
2013,Maine,23,ME,OMA,267901,1328302,407,3,117,50,237,7590,1408,5980,202,16995
2013,Maine,23,ME,NMC,280425,1328302,230,8,80,15,127,3813,1290,2336,187,9146
2013,Maryland,24,MD,MSA,5775247,5928814,27579,380,1499,9960,15740,154451,31049,110069,13333,367530
2013,Maryland,24,MD,OMA,53189,5928814,278,0,13,71,194,1716,313,1382,21,4023
2013,Maryland,24,MD,NMC,100378,5928814,232,1,20,17,194,1746,587,1095,64,4311
2013,Massachusetts,25,MA,MSA,6593377,6692824,27297,137,2659,6663,17838,135157,30207,95912,9038,327818
2013,Massachusetts,25,MA,OMA,91728,6692824,367,0,59,43,265,2126,526,1516,84,5145
2013,Massachusetts,25,MA,NMC,7719,6692824,3,0,0,0,3,2,2,0,0,9
2013,Michigan,26,MI,MSA,8089847,9895622,40367,597,4995,9973,24802,200180,49238,127412,23530,489965
2013,Michigan,26,MI,OMA,603348,9895622,1481,9,546,77,849,14215,2094,11799,322,32005
2013,Michigan,26,MI,NMC,1202427,9895622,2675,25,1052,55,1543,15939,5012,10212,715,39565
2013,Minnesota,27,MN,MSA,4178564,5420380,10813,94,1514,3576,5629,108031,18232,82964,6835,245107
2013,Minnesota,27,MN,OMA,490171,5420380,1118,9,245,81,783,13951,1962,11404,585,30982
2013,Minnesota,27,MN,NMC,751645,5420380,774,11,249,17,497,9213,2519,6148,546,21719
2013,Mississippi,28,MS,MSA,1361997,2991207,4139,77,460,1441,2161,40921,11410,26910,2601,97391
2013,Mississippi,28,MS,OMA,588107,2991207,2336,67,265,798,1206,26301,7465,17793,1043,62403
2013,Mississippi,28,MS,NMC,1041103,2991207,1739,51,205,170,1313,14278,6120,7414,744,36415
2013,Missouri,29,MO,MSA,4486519,6044171,21763,310,1956,5177,14320,150957,30242,106435,14280,353919
2013,Missouri,29,MO,OMA,661762,6044171,2527,17,174,257,2079,25816,4332,20463,1021,58491
2013,Missouri,29,MO,NMC,895890,6044171,1907,44,157,50,1656,12833,4291,7518,1024,31864
2013,Montana,30,MT,MSA,359094,1015165,924,5,131,143,645,12945,2164,9837,944,28978
2013,Montana,30,MT,OMA,211218,1015165,852,12,170,43,627,7141,946,5770,425,16080
2013,Montana,30,MT,NMC,444853,1015165,791,5,109,18,659,5867,954,4432,481,13479
2013,Nebraska,31,NE,MSA,1195918,1868516,3988,53,503,993,2439,36681,6518,26238,3925,83868
2013,Nebraska,31,NE,OMA,341308,1868516,706,1,233,39,433,9277,1580,7336,361,20840
2013,Nebraska,31,NE,NMC,331290,1868516,203,3,65,8,127,3060,802,2081,177,7125
2013,Nevada,32,NV,MSA,2519173,2790136,15824,143,1290,5124,9267,73425,21274,42622,9529,183948
2013,Nevada,32,NV,OMA,47878,2790136,282,10,49,24,199,1996,577,1243,176,4851
2013,Nevada,32,NV,NMC,223085,2790136,718,10,79,35,594,3756,1196,2267,293,9426
2013,New Hampshire,33,NH,MSA,827519,1323459,1850,13,378,515,944,17808,2888,14333,587,40354
2013,New Hampshire,33,NH,OMA,442956,1323459,894,9,284,134,467,10419,1778,8333,308,23510
2013,New Hampshire,33,NH,NMC,52984,1323459,105,0,24,0,81,813,270,498,45,2001
2013,New Jersey,34,NJ,MSA,8899339,8899339,25674,401,1120,12082,12071,167556,35873,117936,13747,396659
2013,New Jersey,34,NJ,OMA,0,8899339,0,0,0,0,0,0,0,0,0,0
2013,New Jersey,34,NJ,NMC,0,8899339,25674,401,1120,12082,12071,167556,35873,117936,13747,396659
2013,New Mexico,35,NM,MSA,1391773,2085287,8686,69,999,1507,6111,54149,14610,35010,4529,131594
2013,New Mexico,35,NM,OMA,396083,2085287,3167,31,355,254,2527,18012,4554,12528,930,43745
2013,New Mexico,35,NM,NMC,297431,2085287,929,25,111,49,744,5095,2312,2337,446,13431
2013,New York,36,NY,MSA,18238153,19651127,75338,627,2998,26959,44754,332107,50808,266372,14927,790360
2013,New York,36,NY,OMA,519791,19651127,1141,3,157,218,763,14665,2539,11891,235,33010
2013,New York,36,NY,NMC,893183,19651127,893,18,198,64,613,11826,3095,8411,320,27640
2013,North Carolina,37,NC,MSA,7627844,9848060,26427,353,1841,7830,16403,237873,65970,160141,11762,568143
2013,North Carolina,37,NC,OMA,645472,9848060,4042,55,243,1012,2732,35163,9100,24888,1175,83468
2013,North Carolina,37,NC,NMC,1574744,9848060,3231,61,285,507,2378,35013,15632,17712,1669,88889
2013,North Dakota,38,ND,MSA,354758,723393,1177,7,198,110,862,8402,1699,6182,521,19680
2013,North Dakota,38,ND,OMA,169949,723393,602,6,109,47,440,4904,788,3495,621,11198
2013,North Dakota,38,ND,NMC,198686,723393,175,3,23,5,144,1842,447,1121,274,4306
2013,Ohio,39,OH,MSA,9189827,11570808,30094,418,3411,13695,12570,283543,77792,187702,18049,674972
2013,Ohio,39,OH,OMA,1047030,11570808,1729,11,339,531,848,35766,7417,27651,698,80678
2013,Ohio,39,OH,NMC,1333951,11570808,1298,26,291,142,839,19422,6224,12413,785,46366
2013,Oklahoma,40,OK,MSA,2500215,3850568,13006,156,1653,2700,8497,90943,23527,58338,9078,218419
2013,Oklahoma,40,OK,OMA,723295,3850568,3166,21,407,292,2446,27502,7002,19046,1454,65172
2013,Oklahoma,40,OK,NMC,627058,3850568,817,18,120,39,640,7612,2819,4111,682,18860
2013,Oregon,41,OR,MSA,3277203,3930065,8537,58,1548,2242,4689,106671,17050,80905,8716,238929
2013,Oregon,41,OR,OMA,303728,3930065,929,7,217,125,580,12678,2187,9811,680,28472
2013,Oregon,41,OR,NMC,349134,3930065,518,15,132,30,341,5388,1532,3390,466,12826
2013,Pennsylvania,42,PA,MSA,11277147,12773801,40106,553,3317,14496,21740,240562,46574,180941,13047,567804
2013,Pennsylvania,42,PA,OMA,682385,12773801,1679,6,124,173,1376,12075,2149,9641,285,27978
2013,Pennsylvania,42,PA,NMC,814269,12773801,1064,35,333,93,603,10603,3311,6854,438,25581
2013,Puerto Rico,72,PR,MSA,3459216,3615086,8986,845,33,5889,2219,46957,13267,28257,5433,116167
2013,Puerto Rico,72,PR,OMA,0,3615086,27,0,15,0,12,56,1,29,26,140
2013,Puerto Rico,72,PR,NMC,155870,3615086,342,38,1,127,176,1894,694,1103,97,4824
2013,Rhode Island,44,RI,MSA,1051511,1051511,2678,31,425,684,1538,25622,5606,17809,2207,59528
2013,Rhode Island,44,RI,OMA,0,1051511,0,0,0,0,0,0,0,0,0,0
2013,Rhode Island,44,RI,NMC,0,1051511,27,0,15,0,12,56,1,29,26,140
2013,South Carolina,45,SC,MSA,4017846,4774839,19941,209,1797,3447,14488,144952,33057,101059,10836,342902
2013,South Carolina,45,SC,OMA,208133,4774839,1954,38,154,330,1432,12223,2859,8907,457,29259
2013,South Carolina,45,SC,NMC,548860,4774839,2383,50,220,195,1918,15874,5042,9545,1287,39173
2013,South Dakota,46,SD,MSA,397651,844877,1232,5,268,119,840,9304,1979,6814,511,21819
2013,South Dakota,46,SD,OMA,216179,844877,1260,7,203,30,1020,5633,1049,4239,345,13575
2013,South Dakota,46,SD,NMC,231047,844877,182,8,28,10,136,1240,344,814,82,3006
2013,Tennessee,47,TN,MSA,5003806,6495978,32551,275,1997,6867,23412,167463,40121,117744,9598,407598
2013,Tennessee,47,TN,OMA,514169,6495978,3154,17,189,331,2617,22248,4697,16671,880,52347
2013,Tennessee,47,TN,NMC,978003,6495978,2659,36,165,109,2349,16918,6181,9387,1350,42676
2013,Texas,48,TX,MSA,23409495,26448193,99065,1037,8669,31020,58339,789928,170112,557452,62364,1849033
2013,Texas,48,TX,OMA,1415777,26448193,5852,51,663,637,4501,47274,11325,34222,1727,111725
2013,Texas,48,TX,NMC,1622921,26448193,3081,51,434,144,2452,24532,9461,13417,1654,61606
2013,Utah,49,UT,MSA,2588821,2900872,5772,37,1244,1215,3276,79240,12237,59879,7124,176489
2013,Utah,49,UT,OMA,136929,2900872,385,4,133,9,239,3693,568,2962,163,8339
2013,Utah,49,UT,NMC,175122,2900872,341,8,45,19,269,2653,528,1947,178,6175
2013,Vermont,50,VT,MSA,214620,626630,257,3,40,31,183,5389,961,4351,77,11996
2013,Vermont,51,VT,OMA,206762,626630,334,1,49,29,255,5411,1100,4159,152,12256
2013,Vermont,50,VT,NMC,205248,626630,168,6,41,13,108,3075,1252,1718,105,7570
2013,Virginia,51,VA,MSA,7195364,8260405,14453,271,1888,4312,7982,151640,22456,121497,7687,340189
2013,Virginia,51,VA,OMA,264175,8260405,653,9,107,153,384,8260,1354,6645,261,18527
2013,Virginia,51,VA,NMC,800866,8260405,1099,36,267,100,696,10754,2830,7336,588,25437
2013,Washington,53,WA,MSA,6256806,6971406,18654,139,2322,5615,10578,237420,52137,158431,26852,545631
2013,Washington,53,WA,OMA,294834,6971406,939,10,148,166,615,13345,3212,9183,950,30841
2013,Washington,53,WA,NMC,419766,6971406,560,11,103,38,408,7897,3004,4296,597,19358
2013,West Virginia,54,WV,MSA,1139033,1854304,3578,29,465,549,2535,28758,7042,20327,1389,68136
2013,West Virginia,54,WV,OMA,190615,1854304,665,7,62,55,541,4609,931,3543,135,10814
2013,West Virginia,54,WV,NMC,524656,1854304,1325,25,126,47,1127,5646,1701,3553,392,14318
2013,Wisconsin,55,WI,MSA,4236498,5742713,14019,143,1278,4725,7873,101016,19245,75179,6592,235296
2013,Wisconsin,55,WI,OMA,633490,5742713,1204,8,247,80,869,15991,2106,13540,345,35292
2013,Wisconsin,55,WI,NMC,872725,5742713,738,11,162,29,536,8681,2996,5234,451,21096
2013,Wyoming,56,WY,MSA,175628,582658,376,4,40,30,302,4993,818,3948,227,11180
2013,Wyoming,56,WY,OMA,244239,582658,619,4,107,43,465,6363,847,5254,262,14192
2013,Wyoming,56,WY,NMC,162791,582658,200,9,40,2,149,1453,290,1074,89,3396
2014,Alabama,1,AL,MSA,3692101,4849377,16702,236,1494,4228,10744,122299,31007,83126,8166,292307
2014,Alabama,1,AL,OMA,529129,4849377,2769,18,310,386,2055,23058,5330,16420,1308,54215
2014,Alabama,1,AL,NMC,628148,4849377,1256,22,201,87,946,8737,3378,4692,667,22108
2014,Alaska,2,AK,MSA,351408,736732,2899,17,442,557,1883,13905,1626,11148,1131,32335
2014,Alaska,2,AK,OMA,128681,736732,748,3,133,47,565,3480,427,2797,256,8135
2014,Alaska,2,AK,NMC,256643,736732,1037,21,196,25,795,2949,1097,1500,352,8032
2014,Arizona,4,AZ,MSA,6382968,6731484,24291,293,2791,6155,15052,204214,40034,147926,16254,472753
2014,Arizona,4,AZ,OMA,123617,6731484,2192,25,574,70,1523,8952,2692,5096,1164,22788
2014,Arizona,4,AZ,NMC,224899,6731484,433,1,13,24,395,2074,836,1069,169,5417
2014,Arkansas,5,AR,MSA,1818380,2966369,10058,109,976,1683,7290,66163,15532,46704,3927,157916
2014,Arkansas,5,AR,OMA,507788,2966369,2648,30,438,319,1861,21015,5689,14497,829,50367
2014,Arkansas,5,AR,NMC,640201,2966369,1537,26,349,48,1114,11840,3569,7426,845,28786
2014,California,6,CA,MSA,37970617,38802500,150192,1652,11089,48285,89166,928584,197074,581682,149828,2204434
2014,California,6,CA,OMA,268396,38802500,1524,16,168,257,1083,10256,2635,6832,789,24671
2014,California,6,CA,NMC,563487,38802500,1993,31,270,138,1554,8352,2961,4156,1235,21658
2014,Colorado,8,CO,MSA,4664010,5355866,15365,127,2728,2963,9547,123592,21419,90164,12009,283968
2014,Colorado,8,CO,OMA,334211,5355866,790,16,207,64,503,9233,1349,7532,352,20605
2014,Colorado,8,CO,NMC,357645,5355866,399,8,104,12,275,2685,704,1768,213,6473
2014,Connecticut,9,CT,MSA,2948198,3596677,8068,82,686,3106,4194,63397,10737,46890,5770,145599
2014,Connecticut,9,CT,OMA,115968,3596677,108,2,11,22,73,1850,274,1499,77,4082
2014,Connecticut,9,CT,NMC,532511,3596677,346,2,85,31,228,3823,944,2616,263,8936
2014,Delaware,10,DE,MSA,935614,935614,4575,54,385,1269,2867,27899,5768,20864,1267,66141
2014,Delaware,10,DE,OMA,0,935614,0,0,0,0,0,0,0,0,0,0
2014,Delaware,10,DE,NMC,4,935614,1,0,1,0,0,1,0,1,0,3
2014,District of Columbia,11,DC,MSA,658893,658893,8199,105,472,3497,4125,34147,3466,26898,3783,79959
2014,District of Columbia,11,DC,OMA,0,658893,0,0,0,0,0,0,0,0,0,0
2014,District of Columbia,11,DC,NMC,0,658893,0,0,0,0,0,0,0,0,0,0
2014,Florida,12,FL,MSA,19186005,19893297,104272,1133,8308,24582,70249,662580,138301,482424,41855,1567733
2014,Florida,12,FL,OMA,148283,19893297,949,4,54,168,723,6121,1365,4490,266,14556
2014,Florida,12,FL,NMC,559009,19893297,2300,12,201,164,1923,10745,3554,6733,458,27344
2014,Georgia,13,GA,MSA,8320348,10097343,32360,508,2539,11447,17866,278295,63621,189741,24933,652571
2014,Georgia,13,GA,OMA,662709,10097343,3352,33,269,779,2271,32554,6818,24887,849,75278
2014,Georgia,13,GA,NMC,1114286,10097343,2385,39,240,191,1915,20467,5989,13406,1072,49308
2014,Hawaii,15,HI,MSA,1156263,1419561,2901,15,310,994,1582,35245,5759,26162,3324,79150
2014,Hawaii,15,HI,OMA,0,1419561,0,0,0,0,0,0,0,0,0,0
2014,Hawaii,15,HI,NMC,263298,1419561,779,11,135,113,520,8052,2019,5478,555,18902
2014,Idaho,16,ID,MSA,1086169,1634464,2432,18,433,157,1824,21616,4105,16298,1213,49769
2014,Idaho,16,ID,OMA,250458,1634464,628,4,111,36,477,5510,1283,3999,228,12931
2014,Idaho,16,ID,NMC,297837,1634464,408,10,65,11,322,3190,1040,1930,220,7828
2014,Illinois,17,IL,MSA,11380871,12880580,44639,665,3690,15060,25224,244145,44777,182621,16747,577706
2014,Illinois,17,IL,OMA,832015,12880580,2377,17,341,214,1805,18227,3646,14101,480,42477
2014,Illinois,17,IL,NMC,667694,12880580,647,3,128,25,491,5013,1585,3204,224,12258
2014,Indiana,18,IN,MSA,5123601,6596855,21655,300,1851,6697,12807,149875,31963,105352,12560,353368
2014,Indiana,18,IN,OMA,520960,6596855,1352,3,199,149,1001,16013,2242,12974,797,35620
2014,Indiana,18,IN,NMC,952297,6596855,1092,27,136,51,878,8888,2688,5696,504,21556
2014,Iowa,19,IA,MSA,1816912,3107122,5673,38,777,919,3939,45646,9453,33049,3144,106418
2014,Iowa,19,IA,OMA,601522,3107122,1980,16,243,116,1605,14984,3271,11058,655,35219
2014,Iowa,19,IA,NMC,688695,3107122,844,6,108,10,720,4426,1704,2370,352,11400
2014,Kansas,20,KS,MSA,1950219,2904021,7262,75,991,1208,4988,56297,10220,40448,5629,130076
2014,Kansas,20,KS,OMA,612759,2904021,2161,12,337,139,1673,18303,3836,13574,893,42603
2014,Kansas,20,KS,NMC,341046,2904021,700,4,83,15,598,4831,1772,2675,384,12134
2014,Kentucky,21,KY,MSA,2574780,4413457,7065,100,727,2831,3407,72991,15502,52715,4774,168549
2014,Kentucky,21,KY,OMA,538648,4413457,887,11,175,322,379,14995,2865,11565,565,33742
2014,Kentucky,21,KY,NMC,1300032,4413457,1388,49,538,183,618,11180,4877,5324,979,28625
2014,Louisiana,22,LA,MSA,3882924,4649676,20567,414,1161,5286,13706,138370,32569,96799,9002,329876
2014,Louisiana,22,LA,OMA,274037,4649676,2142,38,109,318,1677,14197,3416,10401,380,33952
2014,Louisiana,22,LA,NMC,492718,4649676,1225,25,105,91,1004,8257,2352,5396,509,20091
2014,Maine,23,ME,MSA,783170,1330089,984,13,247,215,509,16216,3083,12662,471,36499
2014,Maine,23,ME,OMA,266486,1330089,476,4,158,71,243,7036,1013,5836,187,15561
2014,Maine,23,ME,NMC,280436,1330089,240,4,80,18,138,3169,934,2094,141,7512
2014,Maryland,24,MD,MSA,5823197,5976407,26186,360,1583,9488,14755,146392,27175,106222,12995,346145
2014,Maryland,24,MD,OMA,53208,5976407,310,2,23,43,242,2015,347,1624,44,4687
2014,Maryland,24,MD,NMC,100005,5976407,165,3,13,13,136,1452,490,899,63,3559
2014,Massachusetts,25,MA,MSA,6646018,6745408,26077,132,2130,6010,17805,123126,24348,90571,8207,296677
2014,Massachusetts,25,MA,OMA,91693,6745408,310,0,41,26,243,2141,616,1472,53,5208
2014,Massachusetts,25,MA,NMC,7700,6745408,12,0,9,0,3,0,0,0,0,12
2014,Michigan,26,MI,MSA,8107119,9909877,38176,505,4674,7896,25101,176132,38736,117069,20327,429176
2014,Michigan,26,MI,OMA,603681,9909877,1491,9,567,79,836,12929,1608,10987,334,28957
2014,Michigan,26,MI,NMC,1199080,9909877,2681,21,1032,46,1582,13486,3840,9150,496,33493
2014,Minnesota,27,MN,MSA,4216485,5457173,10579,77,1494,3530,5478,103337,16623,79647,7067,233876
2014,Minnesota,27,MN,OMA,490824,5457173,1110,7,269,127,707,13223,1796,10765,662,29352
2014,Minnesota,27,MN,NMC,749867,5457173,816,4,238,30,544,8817,2354,5825,638,20804
2014,Mississippi,28,MS,MSA,1365251,2994079,3739,122,463,1344,1810,40942,9959,28361,2622,95582
2014,Mississippi,28,MS,OMA,588935,2994079,2898,82,311,916,1589,32064,8369,22564,1131,75395
2014,Mississippi,28,MS,NMC,1039896,2994079,1701,54,284,170,1193,14456,6024,7666,766,36637
2014,Missouri,29,MO,MSA,4507972,6063589,22258,348,2002,5295,14613,140163,27424,98387,14352,330008
2014,Missouri,29,MO,OMA,665781,6063589,2658,22,217,256,2163,24581,4101,19515,965,55921
2014,Missouri,29,MO,NMC,889839,6063589,1940,33,160,41,1706,11493,3733,6720,1040,28659
2014,Montana,30,MT,MSA,362657,1023579,1049,14,191,133,711,11788,1538,9329,921,26163
2014,Montana,30,MT,OMA,215365,1023579,1194,14,201,43,936,7219,996,5628,595,16628
2014,Montana,30,MT,NMC,445560,1023579,1070,9,149,27,885,6305,1061,4717,527,14741
2014,Nebraska,31,NE,MSA,1210549,1881503,4097,42,591,989,2475,36288,5759,26599,3930,82432
2014,Nebraska,31,NE,OMA,338088,1881503,900,4,213,49,634,8736,1494,6896,346,19866
2014,Nebraska,31,NE,NMC,332869,1881503,278,8,58,5,207,2455,697,1579,179,5885
2014,Nevada,32,NV,MSA,2565532,2839099,17199,157,1233,5903,9906,69217,20344,39084,9789,175977
2014,Nevada,32,NV,OMA,48965,2839099,348,4,45,17,282,1931,555,1235,141,4765
2014,Nevada,32,NV,NMC,224605,2839099,498,9,79,34,376,3390,1028,2107,255,8306
2014,New Hampshire,33,NH,MSA,830791,1326813,1745,11,336,428,970,16125,2474,13085,566,36469
2014,New Hampshire,33,NH,OMA,442984,1326813,795,1,244,107,443,9575,1590,7709,276,21535
2014,New Hampshire,33,NH,NMC,53041,1326813,62,0,14,2,46,341,98,228,15,842
2014,New Jersey,34,NJ,MSA,8938176,8938175,23346,349,1274,10498,11225,154993,31710,111578,11705,365042
2014,New Jersey,34,NJ,OMA,0,8938175,0,0,0,0,0,0,0,0,0,0
2014,New Jersey,34,NJ,NMC,0,8938175,0,0,0,0,0,0,0,0,0,0
2014,New Mexico,35,NM,MSA,1390854,2085572,8656,63,1031,1771,5791,51785,12140,34697,4948,124366
2014,New Mexico,35,NM,OMA,397994,2085572,2908,29,345,265,2269,17844,4382,12546,916,42978
2014,New Mexico,35,NM,NMC,296727,2085572,895,9,99,50,737,4248,1983,1839,426,11374
2014,New York,36,NY,MSA,18339381,19746227,72930,588,4592,23802,43948,315220,45937,254164,15119,749307
2014,New York,36,NY,OMA,518308,19746227,1217,10,236,195,776,13344,2328,10754,262,30233
2014,New York,36,NY,NMC,888541,19746227,1251,19,605,48,579,10718,2516,7847,355,25203
2014,North Carolina,37,NC,MSA,7727958,9943964,26053,359,1952,7148,16594,222495,58252,153363,10880,529295
2014,North Carolina,37,NC,OMA,648864,9943964,3958,77,198,907,2776,34021,8346,24464,1211,80346
2014,North Carolina,37,NC,NMC,1567145,9943964,2756,74,270,361,2051,29181,12775,14867,1539,73893
2014,North Dakota,38,ND,MSA,363188,739482,1055,8,190,116,741,8298,1369,6359,570,19020
2014,North Dakota,38,ND,OMA,180440,739482,683,12,130,47,494,5385,897,3852,636,12350
2014,North Dakota,38,ND,NMC,195857,739482,222,2,38,10,172,1922,441,1173,308,4507
2014,Ohio,39,OH,MSA,9218546,11594163,29798,417,4233,12195,12953,274917,67601,190658,16658,647233
2014,Ohio,39,OH,OMA,1049078,11594163,1861,23,451,445,942,32841,6279,25901,661,73822
2014,Ohio,39,OH,NMC,1326542,11594163,1371,24,358,113,876,16770,4965,11109,696,39876
2014,Oklahoma,40,OK,MSA,2526768,3878051,11796,141,1321,2680,7654,81680,20708,52585,8387,195864
2014,Oklahoma,40,OK,OMA,728922,3878051,3189,24,372,337,2456,26975,6244,19215,1516,63383
2014,Oklahoma,40,OK,NMC,622364,3878051,759,10,84,31,634,7327,2556,4091,680,17969
2014,Oregon,41,OR,MSA,3317293,3970239,7928,58,1232,1903,4735,97757,13901,75432,8424,217343
2014,Oregon,41,OR,OMA,306041,3970239,854,10,155,157,532,11299,1892,8770,637,25344
2014,Oregon,41,OR,NMC,346908,3970239,442,13,71,33,325,5249,1437,3324,488,12377
2014,Pennsylvania,42,PA,MSA,11296255,12787209,37654,588,3362,13278,20426,225908,41009,172530,12369,530479
2014,Pennsylvania,42,PA,OMA,688033,12787209,1499,6,137,153,1203,11068,1850,8938,280,25485
2014,Pennsylvania,42,PA,NMC,802924,12787209,1011,20,328,103,560,10040,2861,6788,391,23952
2014,Puerto Rico,72,PR,MSA,3394622,3548397,8134,657,55,5062,2360,44180,11558,28051,4571,108052
2014,Puerto Rico,72,PR,OMA,153777,3548397,249,24,1,109,115,1442,477,897,68,3610
2014,Puerto Rico,72,PR,NMC,0,3548397,0,0,0,0,0,0,0,0,0,0
2014,Rhode Island,44,RI,MSA,1055173,1055173,2287,25,341,528,1393,22874,4823,16253,1798,52858
2014,Rhode Island,44,RI,OMA,0,1055173,0,0,0,0,0,0,0,0,0,0
2014,Rhode Island,44,RI,NMC,0,1055173,26,0,20,1,5,61,0,26,35,148
2014,South Carolina,45,SC,MSA,4078155,4832482,19942,255,1740,3467,14480,140229,29590,99497,11142,329990
2014,South Carolina,45,SC,OMA,208221,4832482,1751,20,107,321,1303,11797,2541,8736,520,27886
2014,South Carolina,45,SC,NMC,546109,4832482,2359,36,221,209,1893,15191,4590,9361,1240,37331
2014,South Dakota,46,SD,MSA,405687,853175,1376,9,259,150,958,9285,1667,6996,622,21613
2014,South Dakota,46,SD,OMA,218452,853175,1220,6,171,45,998,5396,868,4208,320,12880
2014,South Dakota,46,SD,NMC,229039,853175,190,5,40,5,140,1221,283,873,65,2915
2014,Tennessee,47,TN,MSA,5053538,6549352,34046,320,2164,6837,24725,163447,36930,116117,10400,397870
2014,Tennessee,47,TN,OMA,516198,6549352,3203,21,183,312,2687,21421,4146,16367,908,50191
2014,Tennessee,47,TN,NMC,979619,6549352,2599,30,184,116,2269,15579,5566,8722,1291,39323
2014,Texas,48,TX,MSA,23907067,26956958,100400,1080,10252,30409,58659,746997,150305,531426,65266,1744699
2014,Texas,48,TX,OMA,1421342,26956958,5832,51,623,624,4534,44192,10320,32187,1685,104536
2014,Texas,48,TX,NMC,1628552,26956958,3182,53,518,148,2463,22745,8609,12541,1595,57281
2014,Utah,49,UT,MSA,2627377,2942902,5749,54,1292,1289,3114,78558,10488,61145,6925,173353
2014,Utah,49,UT,OMA,140375,2942902,300,1,105,14,180,3678,583,2929,166,8239
2014,Utah,49,UT,NMC,175153,2942902,297,12,57,9,219,2475,447,1821,207,5694
2014,Vermont,50,VT,MSA,215527,626562,214,2,22,24,166,4265,725,3427,113,9469
2014,Vermont,51,VT,OMA,207163,626562,260,1,47,38,174,3541,627,2856,58,7969
2014,Vermont,50,VT,NMC,203875,626562,148,7,41,8,92,1745,682,990,73,4320
2014,Virginia,51,VA,MSA,7266551,8326289,14413,284,1880,4039,8210,143779,19727,117192,6860,321698
2014,Virginia,51,VA,OMA,264413,8326289,702,15,113,146,428,7484,1145,6141,198,16815
2014,Virginia,51,VA,NMC,795328,8326289,1225,39,317,107,762,9457,2250,6600,607,22389
2014,Washington,53,WA,MSA,6347581,7061530,18611,159,2439,5441,10572,241934,49694,163120,29120,552173
2014,Washington,53,WA,OMA,294302,7061530,966,7,173,152,634,12803,2966,8873,964,29538
2014,Washington,53,WA,NMC,419650,7061530,559,8,83,47,421,6969,2630,3776,563,17127
2014,West Virginia,54,WV,MSA,1138731,1850326,3526,46,348,560,2572,29155,6857,20830,1468,68693
2014,West Virginia,54,WV,OMA,190439,1850326,721,10,41,50,620,3801,662,3032,107,8985
2014,West Virginia,54,WV,NMC,521159,1850326,1341,18,116,41,1166,4692,1454,2917,321,12179
2014,Wisconsin,55,WI,MSA,4251568,5757564,14890,143,1259,4961,8527,97688,16979,71524,9185,227245
2014,Wisconsin,55,WI,OMA,637106,5757564,1072,12,226,77,757,14813,1802,12664,347,32500
2014,Wisconsin,55,WI,NMC,868893,5757564,752,10,189,28,525,7737,2435,4915,387,18661
2014,Wyoming,56,WY,MSA,178197,584153,305,6,37,30,232,4292,733,3356,203,9622
2014,Wyoming,56,WY,OMA,246603,584153,594,6,81,18,489,5962,726,4945,291,13244
2014,Wyoming,56,WY,NMC,159356,584153,243,4,56,5,178,1223,230,884,109,2919
